"EM_AFT","EM_Cox","StoEM_AFT","StoEM_Cox","EM_AFT_SD","EM_Cox_SD","StoEM_AFT_SD","StoEM_Cox_SD"
0.186917892449626,0.295306735218563,0.152202826951288,0.224736325944886,0.039039435081533,0.0382036408083168,0.0356080141079907,0.0229056550890318
0.17469578820164,0.288963900283205,0.175002510105561,0.260388599697322,0.0452518858443797,0.0418343985164278,0.0360729391304222,0.0234118072355246
0.261779765504472,0.362961850007887,0.227088628975365,0.280780905206767,0.0355306400562656,0.0337800680683656,0.032763001919195,0.0212139263094089
0.163890226221923,0.261210242187148,0.145815713062453,0.231943940850932,0.0368547128509557,0.0337332232547506,0.0286952887777756,0.0201304674955295
0.197991116875785,0.314196391561487,0.194832278887973,0.272811610268706,0.0431615352287139,0.0415683312824856,0.0310787673054262,0.020598522198911
0.123483730736405,0.241162410384228,0.123121439148857,0.2293465867777,0.0454507561962806,0.0439688194867282,0.0323628347837333,0.0228162219307004
0.217456737087368,0.330979321327733,0.137617367443336,0.252587549016277,0.0416519673003345,0.0380947938294192,0.0316041039720228,0.0216480981887839
0.123994686697935,0.234687743129306,0.114293688881501,0.220726695353538,0.0406933231587255,0.0399405455930654,0.0360840633330752,0.0249785765349324
0.233618095339895,0.345745275398997,0.216119832406858,0.299229086244725,0.045921815652528,0.0411031674234584,0.0338391462478171,0.0218866167523437
0.186680274425517,0.291873032356288,0.164372745025436,0.254193201145701,0.0431029735419031,0.0384818776875606,0.0320085966211628,0.0235053027733507
0.195064372581519,0.292556782491135,0.19899468604496,0.282586173140545,0.0335417456401134,0.0317059682080486,0.0281340940792132,0.0204643023819161
0.225232443945749,0.335577611296712,0.202750796048446,0.275886275822351,0.0423798050747352,0.0366002855404751,0.0297004875449864,0.0206430462210262
0.184994447232062,0.290993948196204,0.179217358334355,0.260427176108819,0.0397228929642996,0.0390184686367064,0.0334689843762512,0.0223613626441265
0.136795372998304,0.244790202860777,0.148479134830728,0.246738060573113,0.0419670585045669,0.0385230680252185,0.0317506983607538,0.022568167158333
0.219907953397968,0.331062076434719,0.220476133405593,0.283337212728263,0.0470023175619389,0.0421734264446347,0.0389417157824198,0.0234343622681022
0.190837463696921,0.307802945749811,0.165806021433733,0.258698500969393,0.0422359511848721,0.0392150736730282,0.0351302905466362,0.0243985491886826
0.171452067418076,0.278572714035553,0.165563868652485,0.254931354856263,0.0405846631042156,0.0393785099089498,0.0336530738778164,0.022715761495711
0.212934046830675,0.305847285149744,0.167822844175073,0.266628745386695,0.0376594641302683,0.0368561827835632,0.0317654975775269,0.0234742058393966
0.221070923761146,0.350065968955207,0.182903275577178,0.271983139193867,0.0426449291506824,0.0384847282035268,0.0325440986588918,0.0211341093163026
0.223873271433972,0.335010356316417,0.208653543206023,0.292956481197013,0.0378223615313152,0.0373421371229673,0.0333859212370001,0.0219998910327461
0.143233960865645,0.252764689047568,0.131655039014789,0.238111241290094,0.0329855653995083,0.0296287144750007,0.0317040487989883,0.021366513902238
0.199457125017706,0.292848910673898,0.210819773052182,0.286487600839102,0.0432840543715517,0.03844003884683,0.0339854463164843,0.02343004439903
0.227159330688196,0.331822867687354,0.175338441194246,0.260553886910879,0.0412449122045753,0.0353276430214359,0.0323795009353118,0.0227990569771457
0.14641888389638,0.266936703323421,0.168842863647854,0.251551950938391,0.0410381577417488,0.0369329913828321,0.0329909428919799,0.0206223047890864
0.269945976414493,0.3594034320266,0.265241612591546,0.3185631037573,0.0363945697365207,0.0367609515232778,0.0318172199378891,0.020468460802119
0.180599814502047,0.288147257309853,0.190163448231872,0.266431135970089,0.0369541993224847,0.0357478004074952,0.0328796195590591,0.0207574930028818
0.240531368566143,0.348087161520258,0.223500169147751,0.301879081652599,0.0394606833180633,0.036603356620549,0.0328402596177102,0.0248120424095848
0.135756233207938,0.24216057636262,0.156808210508517,0.250095887869031,0.0349935842007373,0.0319081964510682,0.0322502870277227,0.0232964944448934
0.276992134972585,0.389295303661252,0.216780950590316,0.282049826223433,0.0385637138306144,0.0369058351891089,0.0308373361084927,0.0190537040838071
0.170651933648169,0.264616789371682,0.185678730034173,0.271803576086853,0.0361356382002092,0.036995737031126,0.0314003450054075,0.0218722328075953
0.25297610554356,0.36816605973581,0.222830129788597,0.293145727902376,0.0361934682692456,0.034138945443369,0.0303185346861581,0.0187733380128427
0.206724827583457,0.317616624299544,0.199776655642909,0.274658446185415,0.039335497808259,0.0367495464433787,0.0303616045350552,0.0203196483887013
0.183816835192191,0.291909316389966,0.189010703992834,0.278677004542771,0.0389160355292745,0.0369281947894508,0.0311914524340154,0.020425570192509
0.249542512512629,0.338586504555513,0.24219299283408,0.302894348525112,0.0336252195655925,0.0323670319745159,0.0285437762196536,0.0189380601329392
0.232690885511977,0.338310025681896,0.227440156042435,0.283171801205399,0.0372326171798228,0.0359153262177236,0.0349886361946805,0.0218281279193272
0.169802892917478,0.273933862203557,0.183222488912776,0.26831272209397,0.0384936575161123,0.0353406964382948,0.0288001223895109,0.0198576282196193
0.193680640667652,0.30184285806029,0.198906358792297,0.264357805281878,0.0390586039860711,0.0381675153021131,0.0333435411280682,0.0219774262014589
0.177176338760809,0.282433713368137,0.155563455625623,0.239044208357747,0.0456495919975507,0.0432583935043808,0.0377372492418835,0.0250468436590886
0.290780514921108,0.392048376009678,0.233253068360684,0.305231581583429,0.0374821914013144,0.0354182266751729,0.0342147102559436,0.0231713780558882
0.131559100091929,0.243505844788595,0.179239194102068,0.274979254645228,0.037722755535105,0.0337282962970543,0.0320756079996885,0.0232533143929331
0.167648087142902,0.291027816293294,0.160792505898161,0.256734151649147,0.0401432808756366,0.0378582019497479,0.0355222319476292,0.0253435570634716
0.105567011493199,0.228760296404442,0.119595089530089,0.236590527867966,0.0361756835524128,0.0359029995550074,0.0308546725204292,0.0212345877211511
0.13186281240396,0.262748416078113,0.157649398299052,0.255749283010417,0.0480174114051754,0.0438486692137494,0.0381080746923075,0.0252895362553892
0.272236688009881,0.383458067093412,0.223780907533632,0.321165170568944,0.0415641894435198,0.0405610104847816,0.0312445094099109,0.0227237342128886
0.168060712483533,0.283395779006002,0.152637779690941,0.249087770465182,0.0418177936779566,0.0386303368299717,0.0330379667303541,0.0226692996228836
0.1661755245743,0.266773138514059,0.186856093805468,0.291930003390124,0.0370350018836969,0.0363003027399427,0.0289334925752399,0.020988670868449
0.16501042995446,0.289473626128642,0.174079446280481,0.263793379883311,0.0400212021887936,0.038087815950324,0.028528875232575,0.0190641965452431
0.192106646539469,0.302538008610429,0.159063239431041,0.258220490353857,0.0404305725186276,0.0363805189766994,0.0324230522062361,0.0226803074469751
0.173811892766601,0.294802620070565,0.146235998646428,0.231144090032331,0.0409476602167594,0.0389046284292848,0.0334797927953561,0.0214835858596989
0.171318425626957,0.278348122638291,0.171063763435632,0.251626432313519,0.0389568462004195,0.0349468289314406,0.0302958281790066,0.0196749973835244
0.14973870189702,0.273281874215282,0.143288435264503,0.24379281913059,0.0428394823792449,0.0392789982179138,0.0332611025289204,0.0250552488469224
0.223303541088087,0.330163820634382,0.200894708588161,0.273933248284306,0.0392140940869009,0.0363769095934725,0.0322094215225014,0.0201185890037313
0.168331893251059,0.264588910567769,0.138730665450735,0.245015074893858,0.0413641890038972,0.0421346968073323,0.0311999849625572,0.0218766541773071
0.253168234672457,0.34747595905791,0.23536349861388,0.305775094764788,0.0350406302464633,0.033573019485818,0.0335440386313571,0.022711220729724
0.232138887050369,0.340832835705149,0.216888965373088,0.287985194086878,0.0355769857088467,0.0327073825181582,0.0297463359448709,0.0195572788546747
0.138627298917248,0.268041414249364,0.122323865248855,0.22742198493873,0.0437014659088488,0.0422825575809016,0.0328126337141913,0.0212590033926015
0.20833248867743,0.310512756226677,0.180855203483848,0.263539889313521,0.035160678959126,0.0338406778150237,0.0293091097448027,0.0209819050442712
0.245731550404581,0.345850779756264,0.224712790896618,0.28819920198148,0.037836501611516,0.0379779986800259,0.0315129754908852,0.0205325369641832
0.198785537844919,0.309169440279269,0.150260114079604,0.259104728609949,0.0408822038002978,0.0402697132564638,0.0336674926163111,0.0250197957386722
0.134255789475869,0.245175092961183,0.160139300739201,0.258841018252944,0.0375104204793497,0.0355474661227346,0.0263695449752231,0.0188879667975998
0.209236302145641,0.320407800135913,0.171588096206213,0.254438421052954,0.0406828966384535,0.0367710209992981,0.0357929674012444,0.0234607742294619
0.162963836587907,0.261172208535468,0.160893896179689,0.258964336207599,0.0418217487949912,0.0383045181024814,0.0319535335695549,0.0223855211328241
0.159103194242622,0.260601003147058,0.158581983271419,0.269847769605158,0.0462761735353463,0.0446479101071898,0.0325033192713167,0.0233457898420419
0.299409948048902,0.411270546875862,0.278868452822524,0.330565769726772,0.0411018215517569,0.0374858899475176,0.0341981105237327,0.019802338552009
0.228011329559991,0.337194757394021,0.165288206732042,0.254966274243894,0.0406277950096893,0.0352462918510794,0.0366217686585302,0.0251695994027466
0.173678894712033,0.281456887918883,0.134424494119072,0.234821563780691,0.0358322748452899,0.0354835562652043,0.0282164615962236,0.0215436443805866
0.169105546689471,0.269543683919162,0.160738429305909,0.256882765306075,0.0363458237272122,0.0358362305052266,0.0319909571670096,0.0224387633283579
0.177721553821864,0.279353823752453,0.161932188104897,0.267176995124989,0.0374051008546461,0.0368944295431839,0.0319460212645959,0.0235901384799737
0.137179690371993,0.255898857337823,0.149880031250787,0.255302272739414,0.0432577404052644,0.0407921389975363,0.0301248122391291,0.0209348951385628
0.158882878215416,0.248467955717215,0.124411056160189,0.217765776477118,0.0327069696846972,0.0335240572553942,0.0315204064288746,0.0196515935925557
0.177133183831838,0.280523270471417,0.169955065335409,0.266724611701111,0.039963952638294,0.038280260784717,0.0310676714915325,0.0217732284209255
0.213215695474165,0.323668822230991,0.194840657064524,0.281260750762395,0.0405520148240849,0.0370544801392209,0.031977302047849,0.0210487202757563
0.15894638158686,0.272825282655352,0.129898344450691,0.232412578669695,0.0417298830800113,0.0367181424447473,0.0359464537808284,0.0228539074650999
0.185641069701765,0.305178381447609,0.15106494440442,0.240654917345311,0.0413005195780084,0.0397301778408983,0.0336100180475908,0.022603952588446
0.235896887996196,0.335372206405689,0.222458974691619,0.29888055509721,0.0340611693751873,0.0329282455086718,0.0297143555324304,0.0213675410684643
